household_id,group,manure,crop_rotation,intercropping,mulching,number_of_practices,base_yield,practice_effect,noise,yield_tha
305,Control,0,0,0,0,0,0.937771449349809,0,0.19191030468025758,1.1296817540300665
306,Control,0,0,0,0,0,1.8237020088102698,0,0.25871608177314487,2.0824180905834146
307,Control,1,1,0,0,2,0.7509127855373443,0.14,-0.33496321256814854,0.5559495729691958
308,Control,1,1,1,0,3,0.8071899614183324,0.21000000000000002,-0.06857626457638502,0.9486136968419474
309,Control,1,0,0,0,1,0.9575164056798369,0.07,-0.20563432074012522,0.8218820849397117
310,Control,1,0,1,1,3,1.3313098452786074,0.21000000000000002,0.004681602489374742,1.5459914477679821
311,Control,1,1,0,0,2,0.0996925679479741,0.14,-0.1454857718560468,0.5
312,Control,0,0,0,0,0,1.616078148120259,0,-0.10072274554827415,1.5153554025719849
313,Control,1,1,0,0,2,0.6718611843125885,0.14,-0.18370943524901415,0.6281517490635743
314,Control,1,0,0,0,1,0.6320309454569857,0.07,0.20101358694825897,0.9030445324052447
315,Control,1,0,1,1,3,0.8973168318573141,0.21000000000000002,0.1627722830799053,1.2700891149372193
316,Control,0,0,1,0,1,1.1975597734587273,0.07,0.10287596087351142,1.3704357343322389
317,Control,1,0,1,1,3,0.7445664691719709,0.21000000000000002,0.04040174172614315,0.994968210898114
318,Control,0,0,0,0,0,0.4372050910209069,0,0.07229012352897804,0.5094952145498849
319,Control,0,0,1,0,1,0.8530430075653839,0.07,-0.06233483115389125,0.8607081764114927
320,Control,0,0,1,0,1,1.0984730208128084,0.07,0.4629633719202951,1.6314363927331035
321,Control,1,0,0,0,1,1.2595486155418363,0.07,0.02057437884223463,1.350122994384071
322,Control,1,0,1,0,2,1.3419150150547083,0.14,0.1256409610244233,1.6075559760791318
323,Control,1,0,1,0,2,0.8698134210321973,0.14,0.14364470391030965,1.153458124942507
324,Control,1,0,0,1,2,1.438892739054893,0.14,0.16219770961429314,1.741090448669186
325,Control,0,0,0,0,0,1.3593423132896718,0,0.263467807955902,1.6228101212455739
326,Control,0,0,1,0,1,0.861314002166188,0.07,-0.05262720856394341,0.8786867936022447
327,Control,1,0,0,0,1,1.2738543270225782,0.07,-0.3745338707918236,0.9693204562307547
328,Control,0,0,1,0,1,1.3169701823997557,0.07,0.44660375590001894,1.8335739382997747
329,Control,0,0,0,0,0,0.5855337171677302,0,-0.06723521772612051,0.5182984994416097
330,Control,0,1,1,0,2,1.4567265013987072,0.14,-0.05165873969103074,1.5450677617076765
331,Control,0,0,0,0,0,0.9765942147830103,0,0.30596935098123956,1.2825635657642498
332,Control,1,0,0,0,1,1.150703891329385,0.07,0.09547035898318759,1.3161742503125726
333,Control,1,0,0,1,2,0.9738360613135693,0.14,-0.2424541798322697,0.8713818814812997
334,Control,1,0,0,1,2,0.792713984231558,0.14,0.05357244835895023,0.9862864325905083
335,Control,0,1,0,0,1,1.4579268787326298,0.07,-0.3051041410939703,1.2228227376386596
336,Control,1,0,0,0,1,1.3942200046798288,0.07,-0.04547279071034026,1.4187472139694886
337,Control,1,0,0,0,1,0.6790737659263741,0.07,-0.4344758043979883,0.5
338,Control,1,0,0,1,2,0.9952288404969286,0.14,0.09276389169874777,1.2279927321956765
339,Control,0,0,1,0,1,1.1616792152194906,0.07,-0.3195871177330974,0.9120920974863933
340,Control,1,0,1,0,2,0.4645850120896887,0.14,-0.2418634148005726,0.5
341,Control,1,0,0,0,1,0.8649683956546383,0.07,-0.37556304364702414,0.5594053520076143
342,Control,1,0,0,1,2,1.1435489422918503,0.14,0.13184696132368628,1.4153959036155368
343,Control,0,0,0,0,0,0.8960714281757056,0,-0.2378674494553027,0.6582039787204029
344,Control,1,0,1,0,2,0.38671402651574294,0.14,-0.31401953219697065,0.5
345,Control,1,0,0,0,1,0.5549122018338131,0.07,-0.505228233325496,0.5
346,Control,1,0,1,0,2,0.723113058327465,0.14,0.2614664614889581,1.124579519816423
347,Control,0,0,0,0,0,1.0522733592001776,0,-0.08524281522733501,0.9670305439728426
348,Control,1,0,1,1,3,0.45480304451074405,0.21000000000000002,-0.22625291896635746,0.5
349,Control,0,0,0,0,0,1.150012203736878,0,-0.14568582666874927,1.0043263770681288
350,Control,0,0,0,1,1,1.3190639060736964,0.07,-0.34935664929965515,1.0397072567740413
351,Control,1,1,0,0,2,0.8304392018287292,0.14,0.2913821301496679,1.261821331978397
352,Control,0,0,0,0,0,1.2832278996816657,0,-0.09755542852270342,1.1856724711589623
353,Control,1,0,0,1,2,1.2919296809052994,0.14,-0.11545837728803852,1.316471303617261
354,Control,1,1,0,0,2,0.9948501789668027,0.14,0.1513541397995629,1.2862043187663657
355,Control,0,1,0,0,1,0.8920217947393283,0.07,0.19618058090261015,1.1582023756419386
356,Control,1,1,0,0,2,0.9429447143417434,0.14,0.14668666531166857,1.229631379653412
357,Control,0,0,0,0,0,0.4367340717191891,0,-0.17182680093517078,0.5
358,Control,0,0,0,0,0,1.1681048597762758,0,-0.313416915503985,0.8546879442722908
359,Control,1,0,0,1,2,1.1006154242297619,0.14,-0.15528435949012298,1.085331064739639
360,Control,1,0,0,0,1,0.9540931667306061,0.07,-0.03552363016548073,0.9885695365651254
361,Control,0,0,0,0,0,0.18445376281404713,0,-0.0713694175415726,0.5
362,Control,0,0,1,1,2,1.0876653359772286,0.14,0.183806209263758,1.4114715452409867
363,Control,1,0,0,0,1,1.1695966623665548,0.07,0.1302599914006711,1.3698566537672259
364,Control,0,1,0,1,2,0.737734310749503,0.14,-0.08903469611095768,0.7886996146385453
365,Control,0,1,0,0,1,1.3027101604021605,0.07,0.08450434963726612,1.4572145100394267
366,Control,0,0,1,0,1,1.1731165327975424,0.07,-0.003223692371456196,1.2398928404260863
367,Control,0,0,0,0,0,0.6436007763897011,0,0.0038733719580054866,0.6474741483477067
368,Control,0,0,0,0,0,0.7124217588749849,0,0.0508500916010083,0.7632718504759932
369,Control,1,0,0,0,1,0.9337763371373569,0.07,0.3362126826386439,1.339989019776001
370,Control,1,1,1,0,3,0.7028487028275718,0.21000000000000002,-0.03723477989552168,0.8756139229320501
371,Control,1,1,0,0,2,0.686183433503281,0.14,-0.13097332532854117,0.6952101081747399
372,Control,1,0,0,0,1,1.4078943743965546,0.07,-0.28922976410743584,1.188664610289119
373,Control,0,0,0,0,0,0.6532228011153829,0,-0.005639635894529534,0.6475831652208534
374,Control,1,0,1,0,2,1.078252947338911,0.14,0.3761946823474131,1.5944476296863241
375,Control,0,0,0,0,0,0.5325290574833006,0,0.07662719497427964,0.6091562524575802
376,Control,0,1,0,0,1,0.9978578637060972,0.07,-0.05537687877502517,1.0124809849310719
377,Control,1,1,0,1,3,1.170316668260994,0.21000000000000002,0.2337947648773001,1.614111433138294
378,Control,1,1,0,0,2,1.333313256077782,0.14,-0.3122146785381108,1.1610985775396714
379,Control,1,0,0,0,1,0.6641965809450074,0.07,-0.27672043529076124,0.5
380,Control,0,1,0,0,1,0.7763992932033015,0.07,0.3136626230614703,1.1600619162647718
381,Control,0,1,1,1,3,1.268705580707503,0.21000000000000002,-0.02365771364319367,1.4550478670643092
382,Control,1,1,0,0,2,1.1770733282033643,0.14,0.20282927423167327,1.5199026024350375
383,Control,1,0,0,0,1,0.9134613161479084,0.07,-0.002381588832327423,0.981079727315581
384,Control,1,0,1,0,2,1.0144490399220614,0.14,0.1982411757900029,1.3526902157120642
385,Control,0,0,0,0,0,0.853322183262729,0,0.513847333616522,1.367169516879251
386,Control,0,0,1,0,1,1.2138959754811174,0.07,0.24853714505013846,1.5324331205312558
387,Control,1,0,0,0,1,1.1045773463423914,0.07,-0.22067899018197537,0.9538983561604161
388,Control,0,1,0,0,1,0.971931564029621,0.07,-0.0880794808175539,0.953852083212067
389,Control,1,0,1,0,2,0.7463845062109429,0.14,-0.16147497545750528,0.7249095307534377
390,Control,1,0,0,0,1,1.083281869916847,0.07,-0.15692944818954782,0.9963524217272992
391,Control,0,0,1,0,1,0.9133296100369571,0.07,0.18818548090982817,1.1715150909467853
392,Control,1,0,0,0,1,0.4446019757119606,0.07,0.06331197060255743,0.5779139463145181
393,Control,0,0,0,0,0,0.7133594200020725,0,0.3082161004379652,1.0215755204400376
394,Control,1,1,0,0,2,0.49385924519100466,0.14,0.20153416388144665,0.8353934090724513
395,Control,0,1,0,0,1,1.2799758141544182,0.07,-0.10695529807045034,1.243020516083968
396,Control,1,0,0,0,1,1.45418526265234,0.07,0.09317713772636076,1.6173624003787008
397,Control,0,0,0,0,0,1.7062855784937367,0,0.3017291321499365,2.0080147106436734
398,Control,0,1,1,0,2,1.6409850632138943,0.14,0.02909376584367024,1.8100788290575647
399,Control,0,0,0,0,0,0.7742278624972674,0,-0.0752387577073119,0.6989891047899555
400,Control,1,0,0,1,2,0.6241192812250462,0.14,-0.2131390019170937,0.5509802793079526
401,Control,1,0,0,0,1,0.8125515745546497,0.07,0.1927522254694365,1.0753038000240862
402,Control,1,0,1,1,3,1.3816193407325856,0.21000000000000002,0.2465010258810304,1.8381203666136159
403,Control,0,0,0,0,0,0.7018550870681372,0,-0.031430532650290145,0.670424554417847
404,Control,1,0,1,1,3,0.7874684534478642,0.21000000000000002,0.08672344306514708,1.0841918965130113
405,Control,0,0,0,1,1,0.7759658701296641,0.07,0.12921151841197695,0.9751773885416412
406,Control,1,0,1,0,2,0.9168069369874243,0.14,-0.19956043760052036,0.8572464993869041
407,Control,0,0,0,0,0,1.1979690102871579,0,0.31806731099103536,1.516036321278193
408,Control,1,0,1,1,3,0.5463583358875901,0.21000000000000002,-0.28855407720761306,0.5
409,Control,1,0,0,1,2,0.9935164931326302,0.14,0.08633046968020855,1.2198469628128388
410,Control,1,1,1,1,4,0.4736289867975828,0.28,0.11314606635901214,0.866775053156595
411,Control,1,0,0,1,2,1.3106398753187638,0.14,0.08744890413265678,1.5380887794514206
412,Control,0,0,1,0,1,1.2587192825964264,0.07,0.02176955868663227,1.3504888412830587
413,Control,1,0,1,1,3,1.0796634301055146,0.21000000000000002,0.018977107137069845,1.3086405372425844
414,Control,0,0,0,0,0,0.9306019068208546,0,-0.1495576434170107,0.7810442634038439
415,Control,1,0,1,0,2,1.3073073304375613,0.14,-0.06902189104030536,1.378285439397256
416,Control,1,1,0,0,2,1.1852110127721776,0.14,-0.036830775063205444,1.288380237708972
417,Control,1,0,0,1,2,0.6486907549750038,0.14,-0.47273042363798184,0.5
418,Control,0,0,0,0,0,1.7557568701624935,0,0.06075178104326855,1.816508651205762
419,Control,1,0,0,0,1,0.810073056370662,0.07,0.051443760990687176,0.9315168173613492
420,Control,1,0,0,0,1,0.6929409438525367,0.07,-0.12406184401796,0.6388790998345768
421,Control,1,0,0,0,1,1.1307081822120622,0.07,0.2487058798439548,1.449414062056017
422,Control,1,0,1,1,3,1.0801889627579895,0.21000000000000002,-0.2811189937182972,1.0090699690396923
423,Control,0,1,0,0,1,1.045460433278023,0.07,-0.021719041614692583,1.0937413916633305
424,Control,0,1,0,0,1,0.5712675701671501,0.07,0.26444762000849725,0.9057151901756475
425,Control,0,0,1,0,1,1.0276732114214797,0.07,0.21879011980334792,1.3164633312248277
426,Control,1,0,0,0,1,1.1162049558241212,0.07,0.5317710253845029,1.7179759812086242
427,Control,1,1,1,0,3,1.6731207768982779,0.21000000000000002,0.18641633657873868,2.0695371134770166
428,Control,1,0,0,0,1,0.7655601371472148,0.07,8.587075922305047e-5,0.8356460079064378
429,Control,0,0,0,0,0,1.2219903011448863,0,-0.1959034748506563,1.02608682629423
430,Control,1,0,1,1,3,0.7424734594420567,0.21000000000000002,0.32004861325071404,1.2725220726927708
431,Control,1,0,1,0,2,1.0906055789095146,0.14,-0.21178411769015415,1.0188214612193605
432,Control,0,0,0,0,0,0.7116714334531775,0,-0.009519046379875808,0.7021523870733017
433,Control,1,0,1,0,2,0.40071728918783955,0.14,0.0480829661369426,0.5888002553247822
434,Control,1,0,0,0,1,0.30792943978765774,0.07,5.584619006886148e-4,0.5
435,Control,0,0,1,0,1,1.2601694676742659,0.07,0.029285357534658697,1.3594548252089247
436,Control,1,0,1,0,2,1.0228339809720703,0.14,0.0865691781724067,1.249403159144477
437,Control,1,0,1,0,2,1.1155674401652032,0.14,0.02695290219635559,1.2825203423615585
438,Control,1,1,0,0,2,0.3819304625442449,0.14,-0.10354184876895872,0.5
439,Control,1,0,0,0,1,0.9563936763852843,0.07,-0.3146262235061577,0.7117674528791267
440,Control,1,0,0,0,1,1.0293938251252583,0.07,-0.007742506139888791,1.0916513189853696
441,Control,0,0,0,0,0,1.4953518605311658,0,0.08268737502263405,1.5780392355537998
442,Control,0,0,0,0,0,0.7907405242613166,0,0.030317707824723008,0.8210582320860396
443,Control,1,0,1,0,2,1.2401059669998993,0.14,0.24904062573201166,1.6291465927319109
444,Control,0,0,1,1,2,0.9914121884367082,0.14,0.28095046648486477,1.4123626549215729
445,Control,1,0,1,0,2,1.2789808331473278,0.14,-0.16188881128882274,1.257092021858505
446,Control,1,0,0,1,2,1.0496498820126827,0.14,0.18295927780141247,1.372609159814095
447,Control,1,0,1,0,2,1.0467652489771146,0.14,-0.12698064271131382,1.059784606265801
448,Control,0,0,1,0,1,0.9504741336956075,0.07,0.26606802061155443,1.286542154307162
449,Control,0,0,0,0,0,1.0263925415778559,0,0.1775131402341671,1.203905681812023
450,Control,1,1,1,0,3,1.0257556600736535,0.21000000000000002,-0.08994657595854971,1.1458090841151036
451,Control,1,0,0,0,1,0.9485307498849151,0.07,-0.379837463937192,0.6386932859477232
452,Control,1,0,0,0,1,0.9558771360961136,0.07,0.3170545161226395,1.342931652218753
453,Control,0,0,1,0,1,1.25502348346807,0.07,-0.023025616840010178,1.3019978666280598
454,Control,0,1,0,0,1,0.9441941311647682,0.07,-0.11869539868660417,0.895498732478164
455,Control,1,0,1,0,2,0.7493675397119582,0.14,-0.12132183344594193,0.7680457062660163
456,Control,1,0,1,1,3,0.9716425703458003,0.21000000000000002,0.3312814140997035,1.5129239844455038
457,Control,1,0,1,0,2,0.6195585282038645,0.14,0.5678012835548617,1.3273598117587262
458,Control,0,0,0,0,0,1.515616972437155,0,0.10773358218183633,1.6233505546189915
459,Control,0,1,0,0,1,1.7490520825620108,0.07,-0.09172043536748502,1.727331647194526
460,Control,0,0,1,0,1,0.9924381096687165,0.07,0.23592469832072097,1.2983628079894376
461,Control,1,0,0,0,1,1.0021097740010099,0.07,0.12180835171764853,1.1939181257186584
462,Control,1,0,0,1,2,0.7054854699782729,0.14,0.14521609102058483,0.9907015609988578
463,Control,0,0,0,0,0,1.0921703481187037,0,0.10532314138763033,1.197493489506334
464,Control,1,0,0,0,1,1.293877232424278,0.07,0.0036298233203532915,1.3675070557446314
465,Control,1,0,0,0,1,1.2342133100616013,0.07,0.4047072101116842,1.7089205201732856
466,Control,0,1,1,0,2,0.9977030598082459,0.14,-0.024209303934144326,1.1134937558741018
467,Control,1,0,0,0,1,1.377570248899543,0.07,0.2576486642015516,1.7052189131010946
468,Control,1,1,0,0,2,1.5300504134884965,0.14,0.019216933407298565,1.689267346895795
469,Control,1,0,0,0,1,0.9065358620997,0.07,0.3812249740466098,1.3577608361463098
470,Control,0,0,0,0,0,1.1280921700167208,0,-0.2550887255601451,0.8730034444565757
471,Control,1,0,0,0,1,1.346372568402586,0.07,0.05866702643733562,1.4750395948399218
472,Control,1,0,0,0,1,0.913851365562482,0.07,0.2230623897534162,1.2069137553158984
473,Control,0,0,1,0,1,1.0398306466379654,0.07,0.04308422160372224,1.1529148682416877
474,Control,0,1,0,1,2,0.6681295000401496,0.14,0.03848460258776573,0.8466141026279154
475,Control,1,0,1,0,2,0.7359259420516371,0.14,-0.0037665892063409134,0.8721593528452962
476,Control,1,0,0,0,1,0.28340997318451844,0.07,0.21563229810521256,0.569042271289731
477,Control,0,0,0,0,0,0.792985185028147,0,0.35164308570541913,1.1446282707335662
478,Control,0,0,1,1,2,0.8416429755997881,0.14,-0.14337527895400107,0.838267696645787
479,Control,1,1,0,1,3,1.3198932480631898,0.21000000000000002,0.11227882386646944,1.642172071929659
480,Control,0,0,0,0,0,0.671633735667216,0,0.4251328914957806,1.0967666271629966
481,Control,1,0,0,0,1,0.9744820153182816,0.07,-0.1764123528260229,0.8680696624922588
482,Control,0,0,0,0,0,0.8752053248560377,0,0.12962440318161056,1.0048297280376484
483,Control,0,1,0,0,1,0.884953174103799,0.07,0.06790093650990163,1.0228541106137008
484,Control,1,0,0,0,1,1.0415435288475974,0.07,0.2142228960631452,1.3257664249107426
485,Control,0,0,1,1,2,1.4507528529457887,0.14,-0.13960976115719972,1.451143091788589
486,Control,1,1,0,0,2,0.6532226825202173,0.14,0.0717673321531033,0.8649900146733206
487,Control,0,0,0,0,0,1.202975805790811,0,-0.2348326234543131,0.968143182336498
488,Control,1,0,1,0,2,0.7918965576251271,0.14,-0.059342754856791406,0.8725538027683357
489,Control,1,0,1,0,2,0.6611550065559366,0.14,-0.016616247295663526,0.78453875926027306
490,Control,1,0,0,0,1,1.254198495396355,0.07,-0.30670348170777606,1.017495013688579
491,Control,0,0,0,0,0,0.6147038993128977,0,0.2827895705204703,0.8974934698333681
492,Control,1,0,0,0,1,0.7146390150169549,0.07,-0.0436531036168633,0.7409859114000916
493,Control,0,0,0,0,0,1.3034546481058433,0,-0.031615260311708034,1.2718393877941352
494,Control,1,0,0,0,1,0.9679025161991808,0.07,-0.10072109285943365,0.9371814233397472
495,Control,1,1,0,0,2,1.4742030668620367,0.14,0.005218725692285115,1.6194217925543217
496,Control,1,1,0,1,3,1.812653609431588,0.21000000000000002,-0.0320806128616084,1.9905729965699794
497,Control,0,0,0,0,0,1.0596401437593999,0,-0.15226510039115124,0.9073750433682486
498,Control,1,0,1,0,2,1.2281708949759453,0.14,-0.2925700631631308,1.0756008318128147
499,Control,1,0,1,0,2,1.034000556500484,0.14,0.167307221743341,1.341307778243825
500,Control,1,1,0,0,2,0.8311384522471982,0.14,0.21774777408740645,1.1888862263346047
501,Control,1,1,0,1,3,0.7846057704811655,0.21000000000000002,0.08391577894903973,1.0785215494302052
502,Control,1,0,0,0,1,1.3229037061677826,0.07,0.18548414885851366,1.5783878550262964
503,Control,1,0,0,0,1,1.218756610579154,0.07,-0.31701965137269894,0.9717369592064552
504,Control,0,0,0,1,1,1.1416025560512657,0.07,-0.14184651378069832,1.0697560422705674
505,Control,1,0,0,1,2,1.2666893662094882,0.14,0.03241176678768136,1.4391011329971695
506,Control,0,1,0,0,1,0.6599305391408423,0.07,-0.05393772012801051,0.6759928190128319
507,Control,0,0,0,0,0,0.6707190001571248,0,-0.14170993420806116,0.5290090659490636
508,Control,1,0,1,0,2,1.0465048561575097,0.14,-0.21404426986034852,0.972460586297161
509,Control,0,0,1,1,2,1.162212392457139,0.14,-0.04302949795974069,1.2591828944973984
510,Control,1,1,0,1,3,1.3452421699946395,0.21000000000000002,-5.605580912047867e-4,1.5546816119034348
511,Control,1,0,0,1,2,1.4431149667999181,0.14,-0.24884113294163512,1.334273833858283
512,Control,0,0,0,0,0,1.0546563731626284,0,0.1385488148780412,1.1932051880406696
513,Control,1,0,0,0,1,0.6696752927873904,0.07,-0.1062815737031512,0.6333937190842392
514,Control,1,0,1,1,3,0.6392418210222892,0.21000000000000002,0.27218131002769985,1.1214231310499891
515,Control,1,1,1,0,3,0.7099873970512451,0.21000000000000002,-0.2009543081408817,0.7190330889103634
516,Control,1,0,1,1,3,1.4183473781298874,0.21000000000000002,-0.007746112758793798,1.6206012653710935
517,Control,1,0,0,0,1,1.1213080812138578,0.07,0.3114735965256634,1.5027816777395213
518,Control,1,0,0,0,1,1.4470947586582183,0.07,-0.03594797690898179,1.4811467817492365
519,Control,1,0,0,0,1,0.7957854141780891,0.07,0.12072057162135391,0.9865059857994432
520,Control,0,0,0,0,0,0.9843158859790941,0,-0.21115261342008074,0.7731632725590134
521,Control,0,0,0,1,1,1.1910470898496401,0.07,0.14730381158536923,1.4083509014350095
522,Control,0,0,0,1,1,1.107064977586159,0.07,0.07915437136876735,1.2562193489549265
523,Control,0,0,0,0,0,0.6473151848848967,0,0.09986193773691197,0.7471771226218087
524,Control,1,0,0,0,1,0.554184152918255,0.07,0.008620567694814734,0.6328047206130698
525,Control,0,0,1,0,1,0.26638828504825884,0.07,-0.22827206780161602,0.5
526,Control,0,0,0,1,1,1.1950597950514508,0.07,-0.3551041771599887,0.9099556178914621
527,Control,1,0,0,0,1,1.1792376536787557,0.07,0.17245805633586359,1.4216957100146193
528,Control,0,0,0,0,0,0.998225339600387,0,0.27651801936725384,1.274743358967641
529,Control,1,0,0,0,1,1.6104641372650503,0.07,0.1617101534428594,1.8421742907079097
530,Control,1,0,0,1,2,1.0828866939641666,0.14,0.0036826255987371624,1.2265693195629037
531,Control,0,0,0,0,0,0.8510601371931025,0,-0.2286198326489969,0.6224403045441056
532,Control,1,0,0,0,1,1.3510648661258438,0.07,-0.062245852633384224,1.3588190134924596
533,Control,0,0,0,1,1,1.3012451498959334,0.07,0.05605938237312463,1.427304532269058
534,Control,0,0,0,0,0,0.7880080915861716,0,0.4579809726710051,1.2459890642571767
535,Control,1,1,0,0,2,1.0205692752806736,0.14,-0.06756857208001836,1.0930007032006552
536,Control,1,0,1,0,2,1.2662278750158842,0.14,0.15965534111314927,1.5658832161290333
537,Control,1,0,0,0,1,1.285324134553421,0.07,0.041827929243188,1.397152063796609
538,Control,1,0,1,0,2,0.9601071953955446,0.14,-0.23428788020629066,0.8658193151892539
539,Control,1,1,0,1,3,0.6143247222801227,0.21000000000000002,0.10372192619681293,0.9280466484769356
540,Control,1,0,1,1,3,1.4983494568645226,0.21000000000000002,-0.1566774099547234,1.551672046909799
541,Control,0,0,0,0,0,1.0409729667913636,0,0.16818238580629133,1.209155352597655
542,Control,0,1,0,1,2,0.8606908515923082,0.14,0.15992543618775867,1.160616287780067
543,Control,1,0,0,0,1,0.9080728582844494,0.07,0.029878550236325286,1.0079514085207746
544,Control,1,0,1,0,2,0.8692563098409316,0.14,1.0949787358158104e-4,1.0093658077145133
545,Control,0,0,1,1,2,0.48765316023192673,0.14,0.056868195925460545,0.6845213561573873
546,Control,0,0,0,1,1,0.9486132337677287,0.07,0.21837700041336086,1.2369902341810897
547,Control,0,0,0,0,0,1.296644725535431,0,0.42571281640682224,1.7223575419422532
548,Control,1,0,0,0,1,1.6856926159706374,0.07,-0.17921276758563626,1.576479848385001
549,Control,1,0,1,0,2,0.8392158943926342,0.14,-0.15920576516388504,0.8200101292287492
550,Control,1,1,0,0,2,0.9432733747688407,0.14,0.3830316623698547,1.4663050371386952
551,Control,0,0,1,0,1,1.197175252293587,0.07,0.014424809790582993,1.28160006208417
552,Control,1,0,0,1,2,0.9498617145799304,0.14,-0.09286972274431969,0.9969919918356106
553,Control,0,0,0,0,0,0.8389698999773189,0,0.13260041406818107,0.9715703140454999
554,Control,1,0,0,1,2,0.8999682882491704,0.14,0.4278492663503415,1.4678175545995118
555,Control,1,0,0,0,1,1.066871244478858,0.07,-0.07352217898314482,1.0633490654957132
556,Control,1,0,0,0,1,0.3274893497105811,0.07,0.09706503249604431,0.5
557,Control,0,0,0,0,0,0.8071620738796492,0,0.13461356819226408,0.9417756420719133
558,Control,1,0,1,0,2,1.0388520337928895,0.14,-0.02640316674474811,1.1524488670481412
559,Control,0,1,0,0,1,1.1502051797467592,0.07,0.2698240465709765,1.4900292263177357
560,Control,0,0,0,0,0,0.7057936396606284,0,0.0319124545416037,0.7377060942022321
561,Control,0,1,0,0,1,0.8204737610203544,0.07,-0.20917724086840078,0.6812965201519536
562,Control,1,1,0,0,2,0.4939045834491813,0.14,0.15257959581985414,0.7864841792690355
563,Control,1,1,1,0,3,1.1388956508556727,0.21000000000000002,0.17862163419701838,1.527517285052691
564,Control,1,0,0,0,1,1.1898953725915313,0.07,0.0896343140900904,1.3495296866816218
565,Control,1,0,1,0,2,0.9777639967089747,0.14,0.1179434697233634,1.2357074664323382
566,Control,1,0,0,0,1,1.008388469880422,0.07,0.21505222824709197,1.293440698127514
567,Control,0,0,0,1,1,0.2463701532147632,0.07,0.05258603132058644,0.5
568,Control,1,0,0,1,2,1.4240452062402447,0.14,-0.03170237528732106,1.5323428309529235
569,Control,1,0,0,0,1,0.9090341388780334,0.07,-0.3923455050219745,0.586688633856059
570,Control,0,1,1,1,3,0.8202066598417894,0.21000000000000002,0.12057693173669955,1.150783591578489
571,Control,0,0,0,0,0,1.0058986574373965,0,-0.12610821435234534,0.8797904430850512
572,Control,1,0,1,0,2,1.1807896914146225,0.14,0.0412960639853564,1.3620857553999788
573,Control,0,1,0,0,1,1.4721055050160925,0.07,-0.1127408834497869,1.4293646215663056
574,Control,1,0,1,1,3,1.116567399300926,0.21000000000000002,-0.28049464666135887,1.046072752639567
575,Control,1,0,0,0,1,0.6625311202111273,0.07,-0.4698106287105381,0.5
576,Control,0,0,0,0,0,0.9762136388367794,0,0.01585255252695134,0.9920661913637308
577,Control,1,0,1,0,2,1.0322627517039096,0.14,0.24495485275448511,1.4172176044583948
578,Control,1,1,0,0,2,1.0492734362558966,0.14,-0.0034247301235779837,1.1858487061323189
579,Control,0,0,0,0,0,1.295333243615596,0,0.19460952389043723,1.4899427675060333
580,Control,0,0,0,0,0,0.973820585973026,0,0.3691686259664961,1.3429892119395221
581,Control,1,1,1,0,3,0.7654645142187186,0.21000000000000002,-0.15901894471463784,0.8164455695040808
582,Control,0,0,0,0,0,1.4177837387068433,0,-0.03267304088174507,1.3851106978250982
583,Control,0,0,0,1,1,1.8235817631232933,0.07,-0.11542371349820796,1.7781580496250855
584,Control,0,0,0,0,0,0.9098904548734299,0,-0.001118812931943225,0.9087716419414866
585,Control,1,0,0,0,1,1.2820212110317009,0.07,-0.16317487581297735,1.1888463352187235
586,Control,1,0,0,0,1,1.3247238577785776,0.07,-0.1973350509241971,1.1973888068543805
587,Control,0,0,1,0,1,1.276028827768207,0.07,-0.0688554531273798,1.2771733746408274
588,Control,0,0,0,0,0,0.8781354343736553,0,0.22203920171104446,1.1001746360846998
589,Control,1,1,0,0,2,1.199350700958167,0.14,-0.14407378870879478,1.1952769122493723
590,Control,0,0,1,0,1,1.3681153135467747,0.07,-0.10267850791176916,1.3354368056350057
591,Control,1,0,1,1,3,1.8966707609893492,0.21000000000000002,-0.08390151250611075,2.0227692484832382
592,Control,0,0,0,0,0,1.119900719729801,0,-0.2605577501088393,0.8593429696209617
593,Control,1,1,0,0,2,1.0214638453827403,0.14,-0.14845368749118606,1.013010157891554
594,Control,0,0,1,1,2,0.7153965663647028,0.14,-0.17623633051504994,0.6791602358496529
595,Control,0,0,1,0,1,1.004019878612301,0.07,-0.25751124968635375,0.8165086289259472
596,Control,1,0,1,0,2,1.2118041443801,0.14,0.027328320603861603,1.3791324649839616
597,Control,1,0,0,0,1,1.199708294913375,0.07,-0.05900852655221234,1.2106997683611627
598,Control,1,0,0,0,1,0.7281450624972157,0.07,-0.09201851404589552,0.7061265484513202
599,Control,1,0,0,0,1,1.0014309145143814,0.07,0.294252159246348,1.3656830737607295
600,Control,1,0,1,0,2,0.6751193461612042,0.14,-0.09492286114659036,0.7201964850146139
601,Control,1,0,0,0,1,1.1219256146234964,0.07,-0.10212706129300825,1.0897985533304881
602,Control,1,0,0,0,1,1.0272481057135674,0.07,-0.34225787251716444,0.754990233196403
603,Control,0,0,0,0,0,1.3645521773746732,0,0.18179095627862696,1.5463431336533002
604,Control,1,0,1,0,2,1.045191673468747,0.14,0.053868880939706466,1.2390605544084536
605,Control,1,0,1,0,2,1.3020165493708387,0.14,0.01748476065457703,1.4595013100254157
606,Control,1,1,1,1,4,1.1771226960970658,0.28,0.1179439069799829,1.5750666030770486
607,Control,0,1,0,0,1,0.7452715213122,0.07,0.10276443413212027,0.9180359554443203
